text,type,count-occurences-total,count-documents
"L.,Carrillo",GPE,1,1
"H.,Latif",GPE,1,1
"Y.,Scaramuzza",GPE,1,1
"D.,Neira",GPE,1,1
J.,ORG,41,9
Robotics,ORG,5,2
1309–1332,DATE,1,1
Zhe,PERSON,1,1
Simon,PERSON,1,1
Tomas,GPE,1,1
Wei,PERSON,2,2
ShihEn.,GPE,1,1
Sheikh,PERSON,1,1
Yaser,PERSON,1,1
2d,CARDINAL,2,2
the IEEE Conference on Computer Vision,ORG,2,2
Delmerico J,PERSON,2,1
Cieslewski T,PERSON,1,1
Faessler M,ORG,1,1
UZHFPV,ORG,1,1
Douglas Brent West,PERSON,1,1
2001,DATE,12,8
Prentice,GPE,1,1
Upper Saddle River,EVENT,1,1
Elia K,PERSON,1,1
P Foehn,GPE,1,1
V Koltun,PERSON,1,1
IEEE International Conference on Robotics and Automation,ORG,3,2
ICRA,GPE,4,2
690–696,CARDINAL,1,1
Falanga,PERSON,1,1
Philipp,PERSON,4,1
Lu,PERSON,1,1
Peng,PERSON,1,1
Davide,PERSON,4,1
IEEE/RSJ International Conference on Intelligent Robots and Systems,ORG,1,1
IROS,ORG,9,4
pp.,GPE,257,10
CPC,ORG,1,1
Preprint arXiv:2007.06255,PERSON,1,1
Kaufmann,PERSON,1,1
Cieslewski,PERSON,1,1
Muglikar,PERSON,1,1
Science and Systems,ORG,4,2
10.15607,CARDINAL,2,1
Christian,NORP,1,1
Zichao,PERSON,1,1
Gassner,PERSON,1,1
Werlberger,ORG,1,1
Manuel,ORG,1,1
249–265,CARDINAL,1,1
2016.2623335,CARDINAL,1,1
"Forster, Christian, Carlone, Luca",ORG,1,1
Frank,PERSON,1,1
33(1,CARDINAL,1,1
1–21,CARDINAL,1,1
"Fei, William",PERSON,1,1
Wu,PERSON,6,4
Wenliang,PERSON,1,1
& Shen,PERSON,1,1
Shaojie,PERSON,2,1
Winter,DATE,1,1
Tal,PERSON,1,1
Murali,ORG,1,1
Varun,ORG,2,1
"Ryou, Gilhyun.",ORG,1,1
Karaman,NORP,2,1
Sertac.(2019,PERSON,1,1
Ritz,ORG,1,1
Autonomous Robots,PERSON,1,1
https://doi.org/10.1007/s10514-012-9282-3,PERSON,1,1
Kai,PERSON,1,1
J. M.,PERSON,1,1
Allibert,PERSON,1,1
G.,PERSON,16,6
8189–8195,CARDINAL,1,1
Rudolf E. (,PERSON,1,1
Journal of Basic Engineering,ORG,1,1
35–45,CARDINAL,1,1
hungarian,NORP,1,1
Quarterly,DATE,1,1
83–97,CARDINAL,1,1
Cambridge,GPE,10,5
Cambridge University Press,ORG,2,2
Shuo,PERSON,1,1
van der,PERSON,1,1
Horst,NORP,1,1
Erik,PERSON,1,1
De Wagter,ORG,1,1
Christophe,ORG,1,1
de Croon,ORG,1,1
72-gram,QUANTITY,1,1
W. Van.,PERSON,1,1
Swevers,ORG,1,1
J.(2013,ORG,1,1
IEEE European Control of Conference,ORG,1,1
10.23919,CARDINAL,2,2
"Maurer, H.",ORG,1,1
150(3,DATE,1,1
345–362,CARDINAL,1,1
"Michael, N., & Kumar",PERSON,1,1
The International Journal of Robotics Research,ORG,1,1
"Moon, H.,",GPE,1,1
Baltes,PERSON,1,1
S. J. (,PERSON,1,1
2016,CARDINAL,3,3
IEEE Robotics Automation Magazine,ORG,1,1
"Moon, H.",GPE,1,1
MartinezCarranza,GPE,1,1
"J., Cieslewski, T., Faessler",ORG,1,1
M.,GPE,6,4
Falanga,GPE,1,1
Simovic,PERSON,1,1
al.,PERSON,4,3
Intelligent Service Robotics,ORG,1,1
12,DATE,5,5
137–148,CARDINAL,1,1
Anastasios I.,PERSON,1,1
S.I.(April 2007,DATE,1,1
3565–3572,CARDINAL,1,1
Mueller MW.,ORG,1,1
2015.2479878,CARDINAL,1,1
Li,GPE,1,1
1004–1020,DATE,1,1
https://doi.org/10,ORG,6,4
1109,DATE,3,3
Olaf,NORP,1,1
Fischer,PERSON,1,1
Brox,GPE,1,1
Thomas,PERSON,2,2
234–241,CARDINAL,1,1
Malcolm D.,PERSON,1,1
the Astronautical Sciences,ORG,1,1
410(4,CARDINAL,1,1
439–517,CARDINAL,1,1
Murali,GPE,1,1
Sunggoo,GPE,1,1
Heemin,GPE,1,1
"S., & Shim",ORG,1,1
2539–2544,CARDINAL,1,1
Richard,PERSON,1,1
9781848829343,DATE,1,1
Zhou,PERSON,3,3
B.,PERSON,11,5
F.,PERSON,3,3
Wang,PERSON,7,5
L.,PERSON,10,5
Liu,PERSON,8,5
S.,PERSON,4,3
Andreas Neil Jensen,PERSON,2,1
Aalborg University Aalborg,ORG,1,1
Matias Jensen Aalborg University Aalborg,PERSON,1,1
"Denmark matjen15@student.aau.dk 
Abstract",ORG,1,1
HoloLens,PRODUCT,5,1
Tello EDU Drone,ORG,1,1
AAU,ORG,3,3
"Aalborg, University 
ACM Reference Format",ORG,1,1
Matias Jensen,PERSON,1,1
AR Path Visualisations,PERSON,1,1
ACM,ORG,17,8
Aalborg,ORG,1,1
Denmark,GPE,3,3
DK,GPE,1,1
Permission,ORG,1,1
Points Of Interest,ORG,2,1
AR,ORG,11,1
Drones,PERSON,9,6
2 Related Work In,CARDINAL,1,1
Listener Event Graph Objects,ORG,2,1
LEGOS,ORG,2,1
API,ORG,4,2
GPS,ORG,36,7
Histogram of Gradients,ORG,1,1
HOG,ORG,1,1
RaoBlackwelissed,ORG,1,1
Mixed Reality,PERSON,3,1
Using Serious Games,WORK_OF_ART,1,1
Virtual Simulation for Training,ORG,2,1
the Fire Service,FAC,2,1
Review,ORG,1,1
2014,DATE,100,12
Finding Our Way In The Dark: A Firefighters Augmented Reality HeadsUpDevice,WORK_OF_ART,1,1
Google Glasses,ORG,1,1
Glassware,ORG,1,1
Handheld Augmented Reality Indoor Navigation with ActivityBased Instructions,ORG,1,1
Drone Visualisations,PERSON,1,1
Multiview Augmented Reality,WORK_OF_ART,1,1
Pathfinding Autonomous,GPE,1,1
User Interface,ORG,1,1
Human Computer Interaction,ORG,1,1
Vision,ORG,9,2
1 one,CARDINAL,1,1
Vicon,ORG,6,1
Vicon Tracker,ORG,2,1
VR,ORG,2,1
HoloLens,GPE,4,1
Microsoft,ORG,3,2
Microsoft Holographic Processing Unit,ORG,1,1
Intel,ORG,6,4
64,CARDINAL,31,9
WiFi,PERSON,16,5
device1,ORG,1,1
Tracker,ORG,2,1
Unity,ORG,6,2
as little as 1.5ms,PERCENT,1,1
more than 500,CARDINAL,1,1
cameras2,ORG,1,1
cameras3,PERSON,1,1
1https://docs.microsoft.com/enus/hololens/hololens1-hardware 2https://www.vicon.com/software/tracker/,CARDINAL,1,1
3https://www.vicon.com/hardware/cameras/,CARDINAL,1,1
Method,PRODUCT,1,1
Gerhardt Powal,PERSON,1,1
• Automate,PRODUCT,1,1
• Include,ORG,1,1
• Practice,ORG,1,1
• Reduce,PERSON,1,1
tenth,ORDINAL,1,1
section 3,LAW,4,1
Jacob O. Wobbrock,PERSON,2,1
Julie A. Kientz.[9,PERSON,1,1
One,CARDINAL,41,7
HMD,ORG,3,1
TCP,ORG,4,2
4https://www.youtube.com/watch?v=XIiL5Lnt7QA,CARDINAL,1,1
Battery,LOC,1,1
"Concerns for the Firefighter 
Spheres",ORG,1,1
HMDside,ORG,1,1
Posttraumatic Stress Disorder (PTSD,ORG,1,1
Information,ORG,2,2
Concerns for the Context,ORG,1,1
Copenhagen,ORG,1,1
the Danish Emergency Management Agency,ORG,4,2
AR Application Programing Interface,ORG,1,1
Implementation of Augmented Reality Headset A,ORG,1,1
Drone Size,ORG,1,1
Lithium Batteries,ORG,1,1
the power bank,ORG,1,1
The Problem of Doors While,ORG,1,1
HCI,ORG,3,2
Jill GerhardtPowals,ORG,1,1
Open Source,WORK_OF_ART,1,1
section 4,LAW,3,2
section 5,LAW,2,2
Timothy Robert Merritt,PERSON,1,1
https://www.researchgate.net/publication/329256719,PERSON,1,1
Wei Liu Yu Li,PERSON,1,1
Siewwan Fong Xubo Yang,PERSON,1,1
Lee Teo,PERSON,1,1
David Cheok,PERSON,1,1
Kokhwee Goh,PERSON,1,1
"https://dl.acm.org/doi/abs/10.1145/985921.985932 
",PERSON,1,1
Schmalstieg Alessandro Mulloni,PERSON,1,1
Hartmut Seichter,PERSON,1,1
2011,DATE,43,12
Robert Van Eman,PERSON,1,1
"Firefighters_Augmented_Reality_HeadsUpDevice 
",PERSON,1,1
Andrew Hogue,PERSON,1,1
Bernadette Ann Murphy E. J. Weckman,PERSON,1,1
F. Michael WilliamsBell,PERSON,1,1
Bill Kapralos,PERSON,1,1
1996,DATE,3,3
Rosen Ivanov,PERSON,1,1
1510126,CARDINAL,1,1
9] Julie A. Kientz,PRODUCT,1,1
2004,DATE,9,5
Vigilance_Performance_Modeled_as_a_Complex_Adaptive_System,PERSON,1,1
JeanLuc,PERSON,1,1
Ludovic Apvrille,PERSON,1,1
Tullio Joseph Tanzi,PERSON,1,1
Autonomous Drones,PERSON,1,1
271834672_Autonomous_Drones_for_Assisting_Rescue_Services,CARDINAL,1,1
1998,DATE,8,7
daily,DATE,2,2
Qwake Technologies,ORG,2,1
The American Red Cross,ORG,1,1
Advisors Company,ORG,1,1
Measure,ORG,2,2
23335777.2017.1326983,CARDINAL,1,1
about three,CARDINAL,1,1
1-7,DATE,1,1
1–5,CARDINAL,1,1
HCI Human Computer Interaction,ORG,1,1
9,DATE,5,5
HOG Histogram of Gradients,ORG,1,1
UI User Interface,ORG,1,1
VR Virtual Reality,WORK_OF_ART,1,1
Jessica R. Cauchard  Jane L. E  ,PERSON,1,1
Kevin Y. Zhai,PERSON,2,2
James A. Landay,PERSON,3,2
Stanford University,ORG,2,2
Department of Computer Science,ORG,3,2
353,CARDINAL,3,2
Stanford,ORG,2,2
94305-9035,DATE,1,1
kzhai,GPE,1,1
WizardofOz,PERSON,2,1
WoZ,WORK_OF_ART,13,3
UAV,ORG,284,10
WizardofOz,ORG,1,1
ACM Classification Keywords,ORG,1,1
Rescue,ORG,1,1
the HumanRobot Interaction,ORG,1,1
HRI,ORG,8,3
HumanDrone Interaction,ORG,13,3
HDI,ORG,40,3
Guo et al,PERSON,1,1
UbiComp,ORG,2,1
"15, September 7-11, 2015",DATE,1,1
Osaka,GPE,1,1
Japan,GPE,5,4
978-1-4503-3574-4/15/09,PRODUCT,1,1
361,CARDINAL,2,2
UBICOMP,ORG,3,1
"15, SEPTEMBER 7–11, 2015",DATE,3,1
OSAKA,GPE,3,1
JAPAN,GPE,3,1
25,MONEY,1,1
CS,ORG,14,2
15,MONEY,2,2
Apparatus,ORG,1,1
UserDefined Gesture Sets per Task Type  Out,WORK_OF_ART,1,1
418,CARDINAL,2,2
216,CARDINAL,8,4
96,CARDINAL,10,4
59,CARDINAL,15,8
53,CARDINAL,7,4
Tasks Performed  Gesture  Sound,PERSON,1,1
86%,PERCENT,4,3
38%  26%,PERCENT,1,1
88%,PERCENT,1,1
37%  28%,PERCENT,1,1
70%  57%  33%,PERCENT,1,1
362,CARDINAL,2,2
37% to 57%,PERCENT,1,1
grey,GPE,1,1
0.5,CARDINAL,14,5
44%,PERCENT,4,2
Navigation Strategies,ORG,1,1
Likert,PERSON,4,2
Qualitative Survey Data,ORG,1,1
90%,PERCENT,14,8
P9,CARDINAL,1,1
P1,CARDINAL,3,1
P3,PRODUCT,3,1
P8,CARDINAL,4,1
P16,PRODUCT,4,1
P14,ORG,2,1
P13,PRODUCT,4,1
0.61,CARDINAL,2,2
0.24,CARDINAL,1,1
0.72,CARDINAL,3,1
0.69  0.38,CARDINAL,1,1
0.40,CARDINAL,1,1
0.38,CARDINAL,1,1
"0.50  
",WORK_OF_ART,1,1
0.87,CARDINAL,1,1
0.48,CARDINAL,1,1
0.31,CARDINAL,1,1
1.00,CARDINAL,4,2
1.00,DATE,1,1
0.65,CARDINAL,1,1
0.69,CARDINAL,1,1
0.23,CARDINAL,1,1
0.67,CARDINAL,1,1
"0.68  
Land  0.28",MONEY,1,1
1.16,CARDINAL,1,1
0.32  0.28,CARDINAL,1,1
0.56,CARDINAL,1,1
0.51  0.28,CARDINAL,1,1
0.26,CARDINAL,1,1
0.19,DATE,1,1
0.94,CARDINAL,1,1
0.59,CARDINAL,1,1
363,CARDINAL,3,2
P2,PERSON,1,1
P11,ORG,4,1
P12,LAW,1,1
Nick,PERSON,1,1
seven,CARDINAL,2,2
Ferdy,NORP,1,1
Safety and Proxemics,ORG,1,1
P15,ORG,1,1
1.5ft,QUANTITY,1,1
4ft,QUANTITY,1,1
only 3,CARDINAL,1,1
10ft,QUANTITY,1,1
P12,PRODUCT,1,1
P5,ORG,1,1
P9,NORP,1,1
P17,WORK_OF_ART,1,1
Emergency Landing,PERSON,1,1
nineteen,CARDINAL,1,1
nearly half,CARDINAL,1,1
364,CARDINAL,3,2
AlvarezSantos,PERSON,1,1
Iglesias,ORG,1,1
Pardo,GPE,1,1
X.M.,GPE,1,1
Regueiro,GPE,1,1
C.V.,ORG,1,1
CanedoRodriguez,ORG,1,1
J.  Vis,PERSON,1,1
499-509,CARDINAL,1,1
Connell,ORG,1,1
Kuo,PERSON,1,1
Proceedings,ORG,4,2
the  12th,DATE,1,1
International Conference on Interaction Design,EVENT,1,1
'13,DATE,1,1
277-280,CARDINAL,1,1
N.J.,GPE,1,1
1994,DATE,5,4
International Journal of HumanComputer  Studies,ORG,1,1
41,CARDINAL,28,11
801-849,CARDINAL,1,1
Haddadin,PERSON,1,1
Wusthoff,GPE,1,1
T.,ORG,3,2
Hassenzahl,PERSON,1,1
AlbuSchaffer,PRODUCT,1,1
IEEE/RSJ International Conference on Intelligent Robots  and Systems (IROS'11,ORG,1,1
3367-3374,DATE,1,1
Guo,PERSON,1,1
E. 2008,DATE,1,1
CHI,ORG,10,2
'08,DATE,1,1
121,CARDINAL,7,3
1969,DATE,1,1
New York,GPE,60,6
Higuchi,GPE,1,1
K.,NORP,27,8
Ishiguro,ORG,1,1
Y.,PERSON,7,4
Rekimoto,PERSON,1,1
Extended Abstracts on Human Factors,ORG,2,1
Computing Systems,ORG,3,1
CHI EA ',ORG,4,1
561,CARDINAL,1,1
Ishii,ORG,1,1
Zhao,PERSON,5,3
Inami,GPE,1,1
M.,NORP,5,5
Igarashi,GPE,1,1
T.,GPE,10,5
2009,DATE,27,9
'09,DATE,2,1
479,CARDINAL,1,1
Kyono,PERSON,1,1
Yonezawa,GPE,1,1
Nozaki,GPE,2,1
Ogawa,PERSON,1,1
Nakazawa,ORG,1,1
Takashio,GPE,1,1
EverCopter,PRODUCT,1,1
Proc.,GPE,9,4
Pervasive,NORP,2,1
Ubiquitous Computing  Adjunct Publication,ORG,1,1
299,CARDINAL,8,3
M.R. 2012,ORG,1,1
Tabletops,DATE,1,1
'12,DATE,1,1
95,CARDINAL,7,4
"F., Graether, E.",PERSON,1,1
Toprak,GPE,1,1
Joggobot,PERSON,6,2
Extended  Abstracts on Human Factors,ORG,2,1
2845-2846,DATE,1,1
F.F.,PERSON,1,1
Quadcopter,PERSON,2,2
33rd,ORDINAL,1,1
'15,DATE,2,1
2023-2032,DATE,1,1
Nagi,ORG,1,1
"J., Giusti, A.",ORG,1,1
Caro,LOC,1,1
G.A.D.,ORG,1,1
Gambardella,PERSON,1,1
Face Pose  Estimates,PERSON,1,1
Hand Gestures,PERSON,1,1
ACM/IEEE International Conference on,ORG,2,1
HumanRobot,GPE,2,1
252,CARDINAL,4,3
W.S.,GPE,1,1
Sharlin,GPE,1,1
IEEE International Symposium,ORG,1,1
'11,DATE,2,1
143-149,DATE,1,1
H. 2014,DATE,1,1
909,CARDINAL,1,1
Seng Lee,PERSON,1,1
LaViola,ORG,1,1
3d,CARDINAL,6,2
International  Conference on Intelligent User Interfaces,EVENT,1,1
257-266,CARDINAL,1,1
"J., Li, Y.",PERSON,1,1
Lank,GPE,1,1
Computing  Systems,ORG,1,1
197-206,CARDINAL,1,1
Saal,GPE,1,1
Displaydrone,ORG,1,1
2nd,ORDINAL,3,3
PerDis,ORG,1,1
49-54,DATE,1,1
Mutlu,PERSON,2,1
Fong,GPE,1,1
358,CARDINAL,6,2
Szafir,LOC,1,1
Fong,PERSON,1,1
Communicating Directionality,ORG,1,1
Flying Robots,ORG,1,1
Vatavu,PERSON,1,1
R.-D.,PERSON,1,1
Zaiti,PERSON,1,1
Online Video,ORG,1,1
TVX,ORG,1,1
131,CARDINAL,8,3
Wobbrock,GPE,2,1
J.O.,GPE,1,1
Aung,GPE,1,1
H.H.,GPE,1,1
Rothrock,PERSON,1,1
Myers,ORG,1,1
B.A.,GPE,1,1
2005,DATE,12,5
05,CARDINAL,1,1
1869-1872,DATE,1,1
"J.O., Morris",ORG,1,1
M.R.,GPE,4,4
Wilson,ORG,1,1
1083-1092,DATE,1,1
Camera Networks,PERSON,1,1
ISSN,ORG,1,1
1751-9632,DATE,1,1
5th December 2019,DATE,1,1
7th April 2020,DATE,1,1
1st May 2020,DATE,1,1
14th October 2020,DATE,1,1
10.1049,CARDINAL,1,1
Claudio,PERSON,1,1
Gian Luca Foresti1,PERSON,1,1
1Università degli,DATE,1,1
Studi,NORP,1,1
Udine,GPE,2,1
Via delle Scienze 206,WORK_OF_ART,1,1
33100,CARDINAL,1,1
"Italy 
 Email",GPE,1,1
the last years,DATE,1,1
up to few years ago,DATE,1,1
smart resource management,ORG,1,1
Deep,PERSON,2,1
Section 6,LAW,3,2
14 Iss,PERCENT,10,1
452-461,CARDINAL,10,1
The Institution of Engineering and Technology 2020 452,ORG,1,1
r(s,ORG,7,1
Qlearning,ORG,4,1
Equation,ORG,7,3
a′,ORG,5,1
max a′ Q ∗(s′,PERSON,1,1
Bellman,PERSON,1,1
Q ∗(s′,PERSON,1,1
Q0,CARDINAL,1,1
Qi ∗(s′,PERSON,1,1
Qi ∗,PERSON,1,1
Deep Qnetworks,PERSON,1,1
Section 3.1,LAW,2,2
The Institution of Engineering and Technology,ORG,5,1
17519640,DATE,5,1
max k Q ∗(s′,PERSON,2,1
Two,CARDINAL,11,7
Target Network,ORG,1,1
−,GPE,4,2
Qnetwork,GPE,1,1
1 −,MONEY,3,2
• x,PRODUCT,1,1
•,PRODUCT,11,3
2π,CARDINAL,2,1
Xaxis,NORP,2,1
• Move,PERSON,1,1
Backward,PERSON,1,1
Left,LOC,1,1
Down,PERSON,3,1
• Rotate,PRODUCT,1,1
• Tilt,PERSON,1,1
• Zoom,PRODUCT,1,1
Section 4.1,LAW,8,2
Rotate,ORG,3,1
Tilt,ORG,1,1
MoveForward,ORG,1,1
Yaxis,ORG,1,1
Zaxis,PERSON,1,1
Rotate,PERSON,1,1
"the Yaxis 
Rψ",FAC,1,1
Tilt,PERSON,1,1
454,CARDINAL,2,2
"The Institution of Engineering and Technology 2020 
 17519640",ORG,4,1
Rψϕ,PERSON,2,1
RψRϕ,DATE,1,1
zero,CARDINAL,9,5
Section 1,LAW,1,1
∫V(s)ℳ(x,PRODUCT,1,1
dA,PERSON,1,1
Section 4.3,LAW,7,2
COR,ORG,16,1
− ρ^(s,PERSON,1,1
4.5,CARDINAL,11,3
t(x,PERSON,1,1
Ts t(x,ORG,1,1
∉ V(s,PERSON,1,1
− k(V(s))δ−,PERSON,1,1
δ−,NORP,1,1
k(V(s,GPE,1,1
− ρ^({s,PERSON,3,1
ℳ.,NORP,1,1
Greedy,ORG,1,1
⋃ s ∈ S V(s,PERSON,1,1
∈ ⋃ s ∈ S V(s,PERSON,1,1
ℳS,ORG,4,1
ℳS′,PERSON,2,1
456,CARDINAL,3,3
5.3,CARDINAL,9,5
Section 3.2,LAW,1,1
Double,FAC,1,1
16 8 × 8,PERCENT,1,1
two 1024,DATE,1,1
ReLU,PRODUCT,1,1
Python,GPE,1,1
Tensorflow,PRODUCT,1,1
Keras,LOC,1,1
Section 5.3,LAW,3,2
32 6,DATE,1,1
0.079,CARDINAL,1,1
∼2.8,ORG,1,1
0.075,CARDINAL,1,1
1.54,CARDINAL,1,1
50,CARDINAL,78,11
roughly 20,CARDINAL,1,1
Table 2,FAC,9,5
0.13,CARDINAL,1,1
13%,PERCENT,2,2
Single,NORP,1,1
Section 4.5,LAW,4,2
8a,CARDINAL,2,1
Table 1 Deep,CARDINAL,1,1
Hyperparameter Value,PERSON,1,1
0.99,CARDINAL,1,1
104,CARDINAL,7,3
Adam Adam,PERSON,1,1
10−4,CARDINAL,8,2
0.001,CARDINAL,1,1
Optimal,NORP,11,4
458,CARDINAL,2,2
8b,CARDINAL,1,1
200,CARDINAL,36,6
Gt,ORG,1,1
0.15,CARDINAL,3,3
0.184,CARDINAL,1,1
more than 50%,PERCENT,1,1
0.119,CARDINAL,1,1
41.95%,PERCENT,1,1
0.505,CARDINAL,2,2
0.355,CARDINAL,1,1
Table 2,WORK_OF_ART,1,1
40,CARDINAL,27,9
Test,ORG,1,1
0.2127,MONEY,1,1
0.1111,ORG,1,1
0.0721,CARDINAL,1,1
0.1852,CARDINAL,1,1
0.1821,CARDINAL,1,1
0.1745 34 0.1955 5,MONEY,1,1
0.0753,CARDINAL,1,1
35,CARDINAL,25,9
0.0909,MONEY,1,1
0.1074 26,LAW,1,1
36,CARDINAL,30,10
0.1346,CARDINAL,1,1
0.0729,MONEY,1,1
0.1887,TIME,1,1
38,CARDINAL,20,9
0.2126,CARDINAL,2,1
39,CARDINAL,29,10
0.0795,CARDINAL,1,1
6.4,CARDINAL,8,3
1.5,CARDINAL,5,4
10௒,CARDINAL,1,1
58.16,CARDINAL,1,1
0.1546,CARDINAL,1,1
29.66,CARDINAL,1,1
0.1671,CARDINAL,2,1
0.1162,CARDINAL,2,1
43.73,CARDINAL,1,1
0.1192,CARDINAL,1,1
32.67,CARDINAL,1,1
0.1649,DATE,1,1
0.1800,CARDINAL,1,1
52.56 29,CARDINAL,1,1
0.1648,ORG,1,1
0.1213,CARDINAL,1,1
35.81,CARDINAL,1,1
0.1788 0.1258,MONEY,1,1
42.08,CARDINAL,1,1
0.1557,DATE,1,1
21.28,CARDINAL,1,1
26.17 31,DATE,1,1
0.1701,CARDINAL,1,1
0.1219,CARDINAL,1,1
0.1650,CARDINAL,1,1
0.1164,CARDINAL,1,1
41.71,CARDINAL,1,1
25.77,CARDINAL,1,1
0.2005 0.1146,ORG,1,1
74.97,CARDINAL,1,1
0.1870,DATE,1,1
54.24,CARDINAL,1,1
0.1555,CARDINAL,1,1
37.39,CARDINAL,1,1
34,CARDINAL,24,12
35.99,CARDINAL,1,1
35 0.1473,DATE,1,1
25.61,CARDINAL,1,1
0.1580,CARDINAL,1,1
0.1162 35.92,CARDINAL,1,1
0.1675,CARDINAL,1,1
32.65,CARDINAL,1,1
0.1832 0.1191,ORG,1,1
53.87,CARDINAL,1,1
37,CARDINAL,24,9
54.06,CARDINAL,1,1
39.08,CARDINAL,1,1
0.1571,ORG,1,1
0.1199,CARDINAL,1,1
31.06,CARDINAL,1,1
0.1315,MONEY,1,1
6.86,CARDINAL,1,1
39,DATE,1,1
0.1203,CARDINAL,1,1
40.68,CARDINAL,1,1
0.1759,DATE,1,1
48.09,CARDINAL,1,1
0.1563 0.1251,ORG,1,1
24.97,CARDINAL,2,1
37.03,CARDINAL,1,1
0.1492,CARDINAL,1,1
0.1163,DATE,1,1
28.35,CARDINAL,1,1
38.04,CARDINAL,1,1
42,CARDINAL,21,8
0.1236,CARDINAL,2,1
36.36,CARDINAL,2,1
49.80,CARDINAL,1,1
43,CARDINAL,17,9
0.1594 0.1190,ORG,1,1
33.91,CARDINAL,1,1
44,CARDINAL,17,11
61.01,CARDINAL,1,1
0.2098,ORG,1,1
45,CARDINAL,21,10
0.1749,CARDINAL,1,1
44.79,CARDINAL,1,1
0.1137,CARDINAL,1,1
46.98,CARDINAL,1,1
46,CARDINAL,16,8
0.1705,CARDINAL,1,1
0.1191,CARDINAL,1,1
43.15,CARDINAL,1,1
47,CARDINAL,19,9
0.1659,CARDINAL,1,1
0.1565,CARDINAL,1,1
30.59,CARDINAL,1,1
48,CARDINAL,21,10
0.1973,ORG,1,1
0.1248,CARDINAL,1,1
58.05,CARDINAL,1,1
61.92,CARDINAL,1,1
49,CARDINAL,12,8
0.1868,CARDINAL,1,1
51.14,CARDINAL,1,1
50.42,CARDINAL,1,1
47.19,CARDINAL,1,1
500,CARDINAL,7,3
"M., Dabisias",ORG,1,1
2015,CARDINAL,1,1
Intelligent Environments,ORG,1,1
Prague,GPE,1,1
Czech Republic,GPE,1,1
140–143,CARDINAL,1,1
Motlagh,GPE,1,1
N.H.,GPE,2,2
Bagaa,GPE,1,1
Mag,PERSON,23,4
55,DATE,3,3
128–134,CARDINAL,1,1
Natalizio,GPE,3,2
Chowdhury,GPE,1,1
K.R.,GPE,1,1
Tonoli,GPE,1,1
A.,NORP,6,2
M.B.,GPE,2,2
Weinstein,PERSON,1,1
B.G.,GPE,1,1
Grasty,GPE,1,1
microUAVs,PRODUCT,1,1
Plant Sci.,PERSON,1,1
1600041,DATE,1,1
C.A.,GPE,1,1
Zietlow,GPE,1,1
S.P.,GPE,1,1
Air Med,ORG,1,1
34,DATE,2,2
104–108,CARDINAL,1,1
G.L.,PERSON,2,1
Int.,ORG,1,1
Trento,GPE,1,1
Italy,GPE,2,2
Auton,PERSON,5,2
61,DATE,3,3
9] Cabreira,ORG,1,1
T.M.,GPE,2,2
Brisolara,GPE,1,1
L.B.,GPE,1,1
Ferreira,GPE,1,1
L.,GPE,1,1
IEEE Trans,ORG,71,6
Video Technol,PERSON,1,1
26,DATE,4,3
965–977,CARDINAL,1,1
Yahyanejad,GPE,1,1
Rinner,ORG,2,1
B.,NORP,7,3
Ad Hoc Netw,ORG,5,2
68,DATE,3,2
pp. 1–,GPE,1,1
Mach,PERSON,2,2
885–904,CARDINAL,1,1
"W., Panagou",PERSON,1,1
Unmanned Aircraft Systems,ORG,6,4
ICUAS,ORG,14,6
Miami,GPE,1,1
FL,ORG,11,5
USA,GPE,76,8
C.,NORP,13,5
Buttazzo,PERSON,1,1
Autonomous Robot Systems,ORG,1,1
Portugal,GPE,2,2
111–117,CARDINAL,1,1
D.I.,GPE,1,1
Volosencu,PERSON,1,1
Arnold Cat,PERSON,1,1
Def,PERSON,1,1
65,DATE,2,2
483–488,CARDINAL,1,1
C.H.,GPE,1,1
Chen,PERSON,8,4
Tang,PERSON,7,3
UAV,PERSON,82,5
Areas Commun,PERSON,4,3
36,DATE,1,1
2059–2070,CARDINAL,1,1
Zargar,GPE,1,1
R.R.,GPE,1,1
Afsharchi,GPE,1,1
"Control, Instrumentation",ORG,1,1
Qazvin,PERSON,1,1
Iran,GPE,1,1
475–480,CARDINAL,1,1
Q.,GPE,1,1
Fu,PERSON,1,1
Tan,PERSON,2,2
"Y., Shi, Y., Tang",PERSON,1,1
102–111,CARDINAL,1,1
Mancuso,PERSON,1,1
West,LOC,1,1
ACM Trans,ORG,1,1
CyberPhys,ORG,1,1
S.J.,NORP,1,1
Pearson Education Limited,ORG,1,1
UK,GPE,16,6
Mnih,PERSON,2,1
Kavukcuoglu,GPE,2,1
Silver,GPE,3,1
518,CARDINAL,1,1
7540,DATE,1,1
529,CARDINAL,1,1
Lake Tahoe,ORG,1,1
NV,GPE,4,3
H.,GPE,1,1
the Advancement of Artificial Intelligence,ORG,1,1
Phoenix,GPE,2,2
AZ,ORG,1,1
Conf,PERSON,45,4
Belgium,GPE,1,1
Micheloni,PERSON,1,1
C.,PERSON,2,2
S.K.,GPE,1,1
Petrosino,GPE,1,1
Maddalena,PERSON,1,1
CRC Press,ORG,3,2
287–315,CARDINAL,1,1
Coop Greedy,ORG,1,1
Coop Greedy,PERSON,3,1
1 0.3097,CARDINAL,1,1
51.06,CARDINAL,1,1
39.94,CARDINAL,1,1
0.4459,CARDINAL,1,1
27.22,CARDINAL,1,1
